bedroom,price,area,Floor,property_type,locality,City,furnish_type,Tenant Preferred,bathroom,seller_type,price_per_sqft,bed_bath_ratio,price_log,rent_category
1,6500,300,4 out of 5,Super Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,21.66666667,1,8.77971129,Very Low
1,7000,400,2 out of 4,Carpet Area,Mandawali,Delhi,Unfurnished,Bachelors,1,Contact Owner,17.5,1,8.853808275,Very Low
2,7000,500,2 out of 4,Super Area,Badarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,14,1,8.853808275,Very Low
4,17401,650,4 out of 4,Super Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,2,Contact Owner,26.77076923,2,9.764340421,Medium
1,5500,630,Ground out of 2,Super Area,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,8.73015873,1,8.612685173,Very Low
1,20000,450,1 out of 3,Super Area,DS 19,Delhi,Unfurnished,Family,1,Contact Owner,44.44444444,1,9.903537551,Medium
2,7000,500,1 out of 2,Super Area,Mahipalpur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,14,2,8.853808275,Very Low
5,190000,200,2 out of 2,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Unfurnished,Bachelors,5,Contact Agent,950,1,12.15478461,Very High
2,13000,95,1 out of 4,Super Area,Shahdara,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,136.8421053,2,9.472781557,Low
4,60000,272,Ground out of 4,Carpet Area,Model Town,Delhi,Furnished,Bachelors,3,Contact Agent,220.5882353,1.333333333,11.00211651,Very High
2,17000,800,2 out of 4,Carpet Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,21.25,1,9.741027445,Medium
2,16000,50,2 out of 4,Super Area,"Nirankari Colony, Mukherjee Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,320,1,9.680406499,Medium
1,9500,400,2 out of 4,Super Area,"Maidan Garhi, Chhattarpur",Delhi,Furnished,Bachelors/Family,1,Contact Owner,23.75,1,9.159152335,Low
1,5000,450,Ground out of 3,Super Area,Vikash Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,11.11111111,1,8.517393171,Very Low
3,27000,1800,2 out of 4,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,15,1,10.20362918,High
3,29000,1800,2 out of 4,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,16.11111111,1,10.27508559,High
3,29000,2000,1 out of 4,Carpet Area,Vivek Vihar Phase 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,14.5,1,10.27508559,High
4,37000,2700,2 out of 3,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,13.7037037,1,10.51870022,High
4,36000,2700,2 out of 3,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,13.33333333,1.333333333,10.49130199,High
3,35000,1800,4 out of 4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,19.44444444,1,10.46313191,High
4,42000,2700,2 out of 4,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4,Contact Agent,15.55555556,1,10.64544871,Very High
3,37000,1800,1 out of 4,Carpet Area,Preet Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,20.55555556,1,10.51870022,High
3,30000,1800,2 out of 3,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,16.66666667,1,10.30898599,High
3,20000,1200,2 out of 3,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.66666667,1.5,9.903537551,Medium
1,8500,600,1 out of 4,Carpet Area,Chattarpur Extension,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,14.16666667,1,9.047939083,Very Low
1,11000,350,2 out of 5,Super Area,Sheikh Sarai,Delhi,Furnished,Bachelors/Family,1,Contact Owner,31.42857143,1,9.305741457,Low
2,14000,100,2 out of 4,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,140,1,9.546884035,Medium
3,55000,1800,1 out of 3,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,30.55555556,1,10.91510665,Very High
2,25000,900,3 out of 4,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,27.77777778,1,10.1266711,High
3,20500,1150,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,17.82608696,1.5,9.928228944,High
4,28000,1400,2 out of 4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,20,2,10.2399955,High
1,5000,500,Ground out of 4,Super Area,Mahavir Enclave Part 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,10,1,8.517393171,Very Low
4,35000,300,2 out of 4,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,116.6666667,1.333333333,10.46313191,High
3,30000,1800,2 out of 4,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,16.66666667,1,10.30898599,High
1,10000,500,3 out of 4,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,20,1,9.210440367,Low
1,11000,500,Ground out of 4,Super Area,Rohini Sector 17,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,22,1,9.305741457,Low
2,17000,80,1 out of 4,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,212.5,1,9.741027445,Medium
2,35000,1000,2 out of 4,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,35,1,10.46313191,High
3,30000,1600,6 out of 10,Super Area,"Highland Tower, Dwarka Sector 12",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,18.75,1.5,10.30898599,High
4,30000,1800,6 out of 8,Super Area,Dwarka Sector 22,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,16.66666667,1,10.30898599,High
2,13000,400,Ground out of 4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,32.5,1,9.472781557,Low
2,13000,900,Ground out of 3,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.44444444,1,9.472781557,Low
1,11000,480,4 out of 5,Carpet Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,22.91666667,1,9.305741457,Low
1,13000,180,2 out of 2,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,1,Contact Owner,72.22222222,1,9.472781557,Low
2,33000,1000,1 out of 3,Carpet Area,"Munirka Vihar, Munirka",Delhi,Unfurnished,Bachelors,2,Contact Agent,33,1,10.40429314,High
3,25000,1120,2 out of 3,Super Area,gg1 vikas puri,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,22.32142857,1.5,10.1266711,High
3,70000,1800,2 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,38.88888889,1,11.15626481,Very High
3,30000,1200,1 out of 3,Carpet Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,25,1.5,10.30898599,High
1,9000,550,1 out of 4,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,16.36363636,1,9.105090961,Very Low
2,14500,1400,3 out of 4,Super Area,Dilshad Garden,Delhi,Unfurnished,Bachelors,1,Contact Owner,10.35714286,2,9.581972892,Medium
3,50000,1600,2 out of 4,Carpet Area,Vasant Kunj Sector C,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,31.25,1.5,10.81979828,Very High
1,20000,650,1 out of 4,Carpet Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,30.76923077,1,9.903537551,Medium
4,15000,120,Ground out of 2,Super Area,Rohini Sector 38,Delhi,Furnished,Bachelors/Family,4,Contact Owner,125,1,9.615872145,Medium
2,7500,450,1 out of 3,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,16.66666667,2,8.922791624,Very Low
1,13500,520,Ground out of 4,Super Area,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,25.96153846,1,9.510519036,Low
1,14000,850,2 out of 4,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,16.47058824,1,9.546884035,Medium
2,18000,850,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,21.17647059,1,9.798182591,Medium
2,14000,585,2 out of 4,Carpet Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,23.93162393,2,9.546884035,Medium
3,65000,1600,Ground out of 4,Carpet Area,East Of Kailash,Delhi,Furnished,Bachelors/Family,2,Contact Agent,40.625,1.5,11.08215793,Very High
2,22000,950,2 out of 5,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,23.15789474,1,9.998843186,High
1,4000,120,1 out of 2,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,33.33333333,1,8.294299609,Very Low
2,10000,500,3 out of 3,Super Area,Vinod Nagar East,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,20,2,9.210440367,Low
1,7500,200,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,37.5,1,8.922791624,Very Low
1,17000,550,2 out of 4,Super Area,Ramesh Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,30.90909091,1,9.741027445,Medium
1,18000,650,2 out of 4,Carpet Area,Gautam Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,27.69230769,1,9.798182591,Medium
4,70000,2800,6 out of 10,Carpet Area,Delhi estate Apartment,Delhi,Unfurnished,Bachelors,4,Contact Agent,25,1,11.15626481,Very High
1,10000,50,3 out of 4,Super Area,Mahipalpur,Delhi,Furnished,Bachelors/Family,1,Contact Owner,200,1,9.210440367,Low
2,15000,550,4 out of 4,Carpet Area,Dori Walan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,27.27272727,2,9.615872145,Medium
2,16500,90,4 out of 5,Super Area,DS 19,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,183.3333333,1,9.711176264,Medium
3,100000,2925,1 out of 4,Super Area,Defence Colony,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,34.18803419,1,11.51293546,Very High
1,7500,150,4 out of 4,Carpet Area,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,50,1,8.922791624,Very Low
2,6000,450,1 out of 3,Super Area,north chajjupur shahdara,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,13.33333333,2,8.699681401,Very Low
2,18000,750,4 out of 4,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors,2,Contact Owner,24,1,9.798182591,Medium
2,18000,975,Ground out of 3,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,18.46153846,2,9.798182591,Medium
3,8000,106,Ground out of 4,Super Area,Burari,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,75.47169811,3,8.987321813,Very Low
2,14000,750,4 out of 6,Super Area,Mehrauli,Delhi,Furnished,Bachelors/Family,2,Contact Owner,18.66666667,1,9.546884035,Medium
2,11000,80,2 out of 4,Super Area,"Khanpur, Madangir",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,137.5,1,9.305741457,Low
3,25000,96,2 out of 5,Super Area,Rohini Sector 11,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,260.4166667,1.5,10.1266711,High
1,9000,500,1 out of 3,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,18,1,9.105090961,Very Low
3,47000,1550,Ground out of 3,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,30.32258065,1.5,10.75792416,Very High
2,20000,1000,3 out of 3,Super Area,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,20,1,9.903537551,Medium
1,6000,400,2 out of 4,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,15,1,8.699681401,Very Low
1,5000,450,1 out of 4,Super Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,11.11111111,1,8.517393171,Very Low
2,20000,1000,3 out of 4,Super Area,"DDA Devdoot Apartment, Vikaspuri",Delhi,Semi-Furnished,Family,1,Contact Owner,20,2,9.903537551,Medium
1,10000,450,2 out of 4,Super Area,"Khirki extension, Malviya Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,22.22222222,1,9.210440367,Low
3,15000,100,3 out of 4,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,150,1.5,9.615872145,Medium
2,13500,550,2 out of 4,Carpet Area,"Laxmi Nagar District Centre, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,24.54545455,1,9.510519036,Low
1,5500,400,2 out of 3,Super Area,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,13.75,1,8.612685173,Very Low
1,14000,60,1 out of 5,Super Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,233.3333333,1,9.546884035,Medium
4,18000,900,3 out of 5,Super Area,Subhash Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,20,2,9.798182591,Medium
1,20000,700,1 out of 5,Super Area,Rohini Sector 5,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,28.57142857,1,9.903537551,Medium
2,9300,500,2 out of 4,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,18.6,2,9.1378772,Low
3,80000,2000,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Furnished,Bachelors,3,Contact Agent,40,1,11.28979441,Very High
2,7500,400,2 out of 3,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,18.75,2,8.922791624,Very Low
3,30000,1500,1 out of 4,Carpet Area,Sarita Vihar Pocket C,Delhi,Unfurnished,Bachelors,2,Contact Agent,20,1.5,10.30898599,High
2,13000,70,2 out of 4,Super Area,"IGNOU Road, Saket",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,185.7142857,2,9.472781557,Low
2,8500,60,2 out of 4,Super Area,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,141.6666667,1,9.047939083,Very Low
3,44300,200,1 out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,221.5,1,10.69876253,Very High
2,45000,1650,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Furnished,Bachelors,2,Contact Agent,27.27272727,1,10.71443999,Very High
2,30000,1150,3 out of 3,Carpet Area,Sarita Vihar Pocket K,Delhi,Unfurnished,Bachelors,2,Contact Agent,26.08695652,1,10.30898599,High
2,40000,1800,Ground out of 3,Carpet Area,Saket,Delhi,Furnished,Bachelors,2,Contact Agent,22.22222222,1,10.59665973,High
4,530000,4000,3 out of 4,Carpet Area,Anand Niketan,Delhi,Semi-Furnished,Bachelors/Family,5,Contact Agent,132.5,0.8,13.18063417,Very High
2,12000,900,1 out of 2,Super Area,Ashok Vihar Phase 2,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,13.33333333,2,9.392745259,Low
2,13500,700,1 out of 2,Super Area,Shakarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,19.28571429,2,9.510519036,Low
2,30000,900,2 out of 4,Super Area,Sheikh Sarai Phase 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,33.33333333,1,10.30898599,High
1,9500,400,2 out of 2,Super Area,New Delhi,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,23.75,1,9.159152335,Low
4,200000,2700,Ground out of 3,Carpet Area,Greater Kailash 1,Delhi,Unfurnished,Bachelors,4,Contact Agent,74.07407407,1,12.20607765,Very High
3,30000,2000,Ground out of 2,Super Area,Rohini Sector 15,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner,15,1,10.30898599,High
2,9000,450,1 out of 3,Super Area,"Shakarpur Khas, Shakarpur",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,20,2,9.105090961,Very Low
2,13000,400,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,32.5,2,9.472781557,Low
2,7000,500,1 out of 5,Super Area,Vinod Nagar West,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,14,2,8.853808275,Very Low
1,18000,450,1 out of 4,Carpet Area,Munirka,Delhi,Furnished,Bachelors/Family,1,Contact Agent,40,1,9.798182591,Medium
1,3500,350,1 out of 3,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,10,1,8.160803921,Very Low
4,65000,272,1 out of 4,Carpet Area,Model Town,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent,238.9705882,1,11.08215793,Very High
1,19000,545,2 out of 3,Super Area,Dwarka,Delhi,Furnished,Bachelors/Family,1,Contact Owner,34.86238532,1,9.852246888,Medium
2,23000,84,Ground out of 4,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,273.8095238,1,10.04329297,High
1,12000,600,2 out of 4,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner,20,1,9.392745259,Low
2,15000,75,3 out of 4,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,200,1,9.615872145,Medium
3,38000,165,2 out of 4,Carpet Area,"Dayanand Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,230.3030303,1.5,10.54536775,High
3,50000,1100,1 out of 4,Carpet Area,Shalimar bagh,Delhi,Unfurnished,Bachelors,3,Contact Agent,45.45454545,1,10.81979828,Very High
1,6500,500,3 out of 3,Super Area,Falt,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,13,1,8.77971129,Very Low
3,35000,150,1 out of 3,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,233.3333333,1,10.46313191,High
2,15000,70,2 out of 5,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,214.2857143,1,9.615872145,Medium
3,30000,250,1 out of 2,Super Area,Mausam Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,120,1.5,10.30898599,High
2,10000,70,1 out of 5,Super Area,"Khanpur, Madangir",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,142.8571429,1,9.210440367,Low
1,18000,300,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,1,Contact Agent,60,1,9.798182591,Medium
3,30000,1800,1 out of 4,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,16.66666667,1,10.30898599,High
1,16000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,40,1,9.680406499,Medium
3,22000,1250,2 out of 3,Super Area,Cghs apts.,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,17.6,1.5,9.998843186,High
2,9000,480,1 out of 4,Super Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,18.75,2,9.105090961,Very Low
2,20200,84,2 out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,240.4761905,1,9.913487387,High
2,19500,84,2 out of 4,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,232.1428571,1,9.878221025,Medium
2,21000,600,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,35,1,9.952325335,High
2,20000,600,Ground out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,33.33333333,1,9.903537551,Medium
2,13000,720,2 out of 4,Super Area,Govindpuri Main,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,18.05555556,1,9.472781557,Low
2,6500,75,1 out of 1,Carpet Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,86.66666667,2,8.77971129,Very Low
3,25000,1000,1 out of 4,Super Area,"Everest Apartment, Kalkaji",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,25,1.5,10.1266711,High
2,20000,900,2 out of 4,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,22.22222222,1,9.903537551,Medium
2,33000,2200,1 out of 1,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Family,2,Contact Owner,15,1,10.40429314,High
3,18000,900,Ground out of 4,Carpet Area,Mayur Vihar 3,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,20,3,9.798182591,Medium
1,13000,550,3 out of 3,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,23.63636364,1,9.472781557,Low
2,10000,450,4 out of 5,Super Area,Palam,Delhi,Furnished,Bachelors/Family,1,Contact Owner,22.22222222,2,9.210440367,Low
2,10000,470,2 out of 4,Super Area,Pul Prahlad Pur,Delhi,Furnished,Bachelors/Family,2,Contact Owner,21.27659574,1,9.210440367,Low
3,23000,125,3 out of 4,Super Area,"Khirki extension, Malviya Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,184,1.5,10.04329297,High
1,20000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent,50,1,9.903537551,Medium
4,150000,2600,2 out of 2,Carpet Area,Vasant Vihar,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,57.69230769,1,11.91839724,Very High
3,25000,1500,5 out of 10,Carpet Area,"DJA Apartments, Dwarka Sector 13",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,16.66666667,1,10.1266711,High
2,21000,80,3 out of 4,Super Area,Dwarka Sector 17,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,262.5,2,9.952325335,High
3,30000,1100,3 out of 3,Carpet Area,Dwarka Sector 9,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,27.27272727,1.5,10.30898599,High
2,22000,1000,4 out of 5,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,22,1,9.998843186,High
2,14000,800,3 out of 5,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,17.5,1,9.546884035,Medium
2,7000,50,2 out of 5,Super Area,Dwarka Sector 14,Delhi,Furnished,Bachelors/Family,1,Contact Owner,140,2,8.853808275,Very Low
2,18500,1000,2 out of 5,Super Area,"Kishangarh, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,18.5,1,9.825580064,Medium
1,8500,550,2 out of 3,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,15.45454545,1,9.047939083,Very Low
1,8000,450,Ground out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,17.77777778,1,8.987321813,Very Low
2,10000,670,2 out of 4,Super Area,Ram Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner,14.92537313,1,9.210440367,Low
2,15000,700,1 out of 3,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,21.42857143,2,9.615872145,Medium
3,37000,125,3 out of 4,Super Area,"Vikram Vihar, Lajpat Nagar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,296,1.5,10.51870022,High
3,90000,1872,1 out of 5,Super Area,Greater Kailash 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,48.07692308,1,11.40757606,Very High
2,12000,650,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,18.46153846,2,9.392745259,Low
2,13000,550,1 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent,23.63636364,1,9.472781557,Low
2,22000,84,Ground out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,261.9047619,1,9.998843186,High
1,4000,90,Ground out of 2,Super Area,Gopalpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,44.44444444,0.5,8.294299609,Very Low
2,12000,1000,1 out of 4,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,12,1,9.392745259,Low
1,9000,65,3 out of 4,Super Area,Lado Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,138.4615385,1,9.105090961,Very Low
2,14000,75,2 out of 4,Super Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,186.6666667,2,9.546884035,Medium
1,15000,250,Ground out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors,1,Contact Agent,60,1,9.615872145,Medium
2,12500,900,3 out of 4,Super Area,Surya Apartment pocket a11,Delhi,Unfurnished,Bachelors,2,Contact Owner,13.88888889,1,9.43356392,Low
3,30000,900,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,3,Contact Agent,33.33333333,1,10.30898599,High
2,9500,650,Ground out of 3,Super Area,Mayur Vihar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,14.61538462,1,9.159152335,Low
2,15000,900,4 out of 5,Super Area,Bhagwati Garden,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.66666667,1,9.615872145,Medium
1,12000,800,3 out of 5,Super Area,Rohini Sector 3,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,15,1,9.392745259,Low
1,8000,410,2 out of 4,Carpet Area,Dwarka Sector 23B,Delhi,Unfurnished,Bachelors,1,Contact Owner,19.51219512,1,8.987321813,Very Low
3,70000,1500,2 out of 3,Super Area,Rajouri Garden,Delhi,Furnished,Bachelors/Family,3,Contact Owner,46.66666667,1,11.15626481,Very High
4,250000,2800,2 out of 3,Carpet Area,Safdarjung Enclave,Delhi,Unfurnished,Bachelors/Family,4,Contact Owner,89.28571429,1,12.4292202,Very High
3,31500,1800,2 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,17.5,1.5,10.35777457,High
2,30000,1400,Ground out of 4,Carpet Area,"Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,21.42857143,1,10.30898599,High
3,60000,1600,3 out of 4,Super Area,Greater Kailash,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,37.5,1,11.00211651,Very High
3,35000,1200,3 out of 4,Carpet Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,29.16666667,1.5,10.46313191,High
